"","tSNE_1","tSNE_2"
"cell98_1",0.811620882031303,-10.5833825891485
"cell99_1",10.0397800791959,-28.6897648939732
"cell100_1",22.7162204139674,10.0819473724065
"cell101_1",9.50381614541172,-22.2089286516126
"cell102_1",41.3193340392559,-4.54061046243684
"cell103_1",13.1255387472991,-3.59578419398258
"cell104_1",43.3271926705436,-9.92889856621092
"cell105_1",28.0809271276354,15.0557814544998
"cell106_1",8.70991788412811,-24.1729883693573
"cell107_1",22.0586620611909,8.03101558591587
"cell108_1",-3.40306553837021,-34.3846252239729
"cell109_1",-14.5469120490011,-34.7564773682895
"cell110_1",34.9737238811498,-2.88043204942564
"cell111_1",-8.2484127484243,-23.4190022626407
"cell112_1",28.3317936234384,19.3155249904553
"cell113_1",34.3611404297802,-10.0523554889076
"cell114_1",4.79363139270826,-22.3759283168594
"cell115_1",22.2276054785529,-12.3025524449147
"cell116_1",26.9256716843045,18.5490257092921
"cell117_1",-16.4905300953245,-18.1981118472088
"cell118_1",25.4279735958117,-25.3269008224881
"cell119_1",34.1100605825822,-3.25254543013221
"cell120_1",18.2529123398894,17.4332874286249
"cell121_1",22.7462372281605,21.4319509583429
"cell122_1",-3.89265471008127,-13.5597449108836
"cell123_1",18.3568709573676,-27.5450068068208
"cell124_1",22.9872634768724,-11.1767537003877
"cell125_1",-5.86139229854707,-24.7637284250923
"cell126_1",1.31896663941496,-13.8924950617859
"cell127_1",-21.9230736784068,-23.4445468013964
"cell128_1",26.0434109842419,15.7951777399378
"cell129_1",21.3431229069601,21.6628980493739
"cell130_1",14.6752939916005,-2.76779736133022
"cell131_1",1.7791151766053,-12.0693452623573
"cell132_1",22.2985846788924,-12.371230418609
"cell133_1",29.6996307235994,-0.635803127218102
"cell134_1",3.80261429984377,17.4612487163971
"cell135_1",25.7801227462328,15.580610903751
"cell136_1",33.8167937488648,-2.27184705811808
"cell137_1",20.6606261656788,-17.0836105133766
"cell138_1",18.7069930253085,19.0302557648225
"cell139_1",1.50620184250463,-12.7905484771837
"cell140_1",13.3253470034377,19.9795176650691
"cell141_1",8.40360490442786,23.1856571234164
"cell142_1",5.07873260718357,-27.494211613244
"cell143_1",-0.887201527076014,-9.09296520532903
"cell144_1",24.2698432116459,15.4877564918424
"cell145_1",27.8380736233359,-20.4319289627073
"cell146_1",8.46434526192492,-26.4877531188638
"cell147_1",40.4782398527274,-12.5306028139157
"cell148_1",17.0430537785859,13.3323818048195
"cell149_1",34.1014317172356,-0.706560391163589
"cell150_1",25.711426532134,15.6403449905449
"cell151_1",42.2568455120086,-9.24679338543849
"cell152_1",-14.195459406537,-16.8565579018705
"cell153_1",-1.44602776952841,-13.2241443727886
"cell154_1",19.3467084677371,-23.4630284773113
"cell155_1",45.6781110371467,-5.76347353001551
"cell156_1",27.366808105986,19.4945967056943
"cell157_1",44.5648153497157,-7.10859722381108
"cell158_1",26.3737779720684,18.5585611154419
"cell159_1",-1.35019821349512,-10.9398312576834
"cell160_1",9.58359768589778,-24.638802745234
"cell161_1",9.0529495593686,19.1491242507117
"cell162_1",24.4278506907545,19.0766582920245
"cell163_1",9.95912517655742,-5.79802454506428
"cell164_1",-18.2617956326187,-21.7913387572178
"cell165_1",-6.59013648698579,-19.165342397958
"cell166_1",6.17777323498016,-26.1519486057187
"cell167_1",22.410395794585,-24.630579786203
"cell168_1",39.2968625331152,-4.39220666003554
"cell169_1",9.72992215481008,-23.1563466692904
"cell170_1",9.91529598714706,0.226337967880737
"cell171_1",-2.6779295557176,-9.7466232036423
"cell172_1",30.5771559047218,20.3428633308274
"cell173_1",10.9810308616945,-26.1906332548768
"cell174_1",-5.30372141715426,-18.318404747759
"cell175_1",-20.2688033601453,-24.1409000177787
"cell176_1",25.192899755378,-21.743474290799
"cell177_1",2.29276192531367,-13.1678872067105
"cell178_1",1.17202439636817,-16.6359829340361
"cell179_1",21.3214471796027,19.657320544319
"cell180_1",-0.386054070039265,-12.7233880805334
"cell181_1",29.4038953759996,-0.878691007635041
"cell182_1",22.3162576042814,8.46639751598179
"cell183_1",-0.249930487867694,-16.0584264048019
"cell184_1",6.19858834035916,-26.5032916922057
"cell185_1",6.02956043048795,-22.3825753912709
"cell186_1",-19.4685224852311,-18.5120482845792
"cell187_1",-7.863392893801,-20.5184585009734
"cell188_1",22.1921790040427,6.58469235196998
"cell189_1",8.50456859652761,-22.5225635550118
"cell190_1",8.01172072931783,-24.4885913999627
"cell191_1",44.0423229270501,-5.28133617869135
"cell192_1",19.2327570547577,-23.1169565172446
"cell193_1",8.06161253502266,-21.9950505100642
"cell194_1",-17.2569730936795,-17.4944587438521
"cell195_1",17.5643881997707,14.6963957077426
"cell196_1",10.4735818287066,-24.6034743597659
"cell197_1",-4.87146817258821,-20.3824474242145
"cell198_1",9.02876911273137,-28.0527398574521
"cell199_1",-10.3784920762053,-17.5114442564271
"cell200_1",33.3920425430036,0.464774471783201
"cell201_1",-3.89069940319123,-11.3325299695075
"cell202_1",8.10951242179445,-27.684319283482
"cell203_1",9.40983751949462,-2.50685960491147
"cell204_1",25.461753441966,-21.8694775849106
"cell205_1",10.3243421792756,-29.1289821932843
"cell206_1",15.2012350696429,-4.87653247735726
"cell207_1",0.791935446010717,-13.3864536852335
"cell208_1",-20.4315667810498,-24.3197852870313
"cell209_1",17.8947388247633,9.67400963628029
"cell210_1",25.4133752019286,15.3771184564288
"cell211_1",3.63477084562043,-22.8316402042672
"cell212_1",-2.15731005660585,-8.16115689205614
"cell213_1",-14.1649895836998,-22.1142818867799
"cell214_1",-0.580144894089298,-14.0435462862
"cell215_1",7.22520331792227,-24.7201048369949
"cell216_1",13.2924023134296,-3.30892562600139
"cell217_1",41.2181092962038,-6.96936361922316
"cell218_1",10.4540261745285,-24.9033081841051
"cell219_1",24.0600955527262,-24.5972489165135
"cell220_1",-15.934772256534,-26.3092956674147
"cell221_1",8.7440546022385,-27.0071939889657
"cell222_1",-19.4539543212471,-23.334678470502
"cell223_1",-19.5907745625084,-24.8995822279895
"cell224_1",35.4422153114876,-11.3899417168166
"cell225_1",24.0945491703782,3.63447188164982
"cell226_1",-11.3606717989998,-19.7030205144474
"cell227_1",23.2494306863804,23.150991331033
"cell228_1",-17.3355479508701,-18.6161500436712
"cell229_1",21.0665178506238,-24.9620389785169
"cell230_1",3.96874893720531,-15.3313407569686
"cell231_1",30.5480593708635,14.3666380732248
"cell232_1",8.79620730075376,-23.3299409690874
"cell233_1",25.8687651139403,-25.8920851831154
"cell234_1",44.6340606719673,-7.12234768874486
"cell235_1",-8.02039801766045,-18.2312985145517
"cell236_1",39.3565182844415,-4.37153984938704
"cell237_1",10.2107332222523,-3.72221128324267
"cell238_1",22.3027004205159,9.8013558577837
"cell239_1",5.89385971268102,-0.514733096681473
"cell240_1",8.25475701382165,11.6629449806944
"cell241_1",3.22790193576122,20.0556280371626
"cell242_1",-7.32632152420445,-18.2473192665594
"cell243_1",-9.40263290627191,-23.7622674433461
"cell244_1",24.5514346664562,2.28799014186465
"cell245_1",16.9834675859025,-6.39057083009043
"cell246_1",17.6025209214893,-25.6307332439254
"cell247_1",22.8540229439708,-12.0616743496172
"cell248_1",25.2911658646941,16.082585019154
"cell249_1",-7.53070107266214,-18.0905578021502
"cell250_1",20.1888764811619,-18.8726269578485
"cell251_1",0.221522664895592,-9.07162888497811
"cell252_1",43.8156552569713,-10.9521923278165
"cell253_1",19.057799182408,21.1694087722435
"cell254_1",-17.509539206734,-17.5410535748315
"cell255_1",38.7276171791851,-5.45628842155687
"cell256_1",13.2086215019872,-3.6061049910435
"cell257_1",23.9606630155979,10.4727563451798
"cell258_1",25.3721721119483,-19.4776320431781
"cell259_1",11.005890080431,-2.34438513080326
"cell260_1",44.6273694204259,-6.40952014673972
"cell261_1",39.7553692497397,-11.7005713066711
"cell262_1",-6.99519062827109,-17.7788133001827
"cell263_1",5.13641727796385,8.92296927908633
"cell264_1",-6.07993060641371,-39.3044402768146
"cell265_1",-3.80276336487216,-13.5320514959751
"cell266_1",28.4829835907461,16.5209387300029
"cell267_1",0.739157606854118,-13.8349003688823
"cell268_1",24.365167874249,15.9585476795555
"cell269_1",-20.5437978623077,-23.169910343783
"cell270_1",-5.39336525924478,-21.0858554684964
"cell271_1",-5.52748851606634,-21.0343156240666
"cell272_1",19.1334663022712,-26.5956674879779
"cell273_1",41.1520241901044,-8.44576881351087
"cell274_1",-16.1231932478846,-17.9613182032322
"cell275_1",0.244595332381713,-14.687446975952
"cell276_1",26.5111953253973,0.0402820944924945
"cell277_1",42.1901458293602,-8.36724915395292
"cell278_1",0.405951327366012,-12.3347669609712
"cell279_1",22.1597128018965,8.22289939738597
"cell280_1",-4.24161983410299,-28.1221106990469
"cell281_1",-1.13364640376104,-7.41300476490728
"cell282_1",38.0990416971383,-4.00462030907879
"cell283_1",28.1935315536776,15.9969643664506
"cell284_1",-0.174050441056062,-13.2288939173374
"cell285_1",5.70673416577012,-25.8556423892102
"cell286_1",-0.540664961497834,-12.024914112759
"cell287_1",7.51258979429385,-25.3807815562971
"cell288_1",9.76826430786532,-25.0719159729078
"cell289_1",19.4729006665011,-23.658357816988
"cell290_1",20.6062858503875,21.6120900573011
"cell291_1",-4.05425192923393,-12.0080934585053
"cell292_1",5.12232397166914,20.472446977421
"cell293_1",40.3882138118551,-5.31003516157369
"cell294_1",13.6220975821934,-6.09585870483069
"cell295_1",33.3336810265597,-2.1262821226249
"cell296_1",-2.97658753448755,-10.3829995503438
"cell297_1",23.8632941742456,18.5734653231811
"cell298_1",21.0769321072944,20.4329162559092
"cell299_1",-19.7859000213098,-23.2915947929005
"cell300_1",23.2758859180134,18.0571164477797
"cell301_1",20.3213184210517,20.7990657662122
"cell302_1",23.8004804478002,10.345345573289
"cell303_1",0.650623578064827,-13.3071204267845
"cell304_1",29.2625720122992,-13.8555952054081
"cell305_1",30.854808878035,14.759257710302
"cell306_1",43.3602890318904,-7.0687662221733
"cell307_1",5.27331096184263,-24.9409196441983
"cell308_1",37.469109302056,-4.56894165764138
"cell309_1",39.1868891352603,-10.5570125929253
"cell310_1",10.7653418341171,-3.8628282867546
"cell311_1",6.97570488097766,-26.3448725054562
"cell312_1",-12.7180585433452,-33.4284103198596
"cell313_1",30.5469617206101,20.4878201980738
"cell314_1",-5.90118013004744,-18.6343458092251
"cell315_1",12.5700140257373,26.1897825590229
"cell316_1",18.9429952027514,8.30465723156493
"cell317_1",21.9001739862725,-14.5656841210262
"cell318_1",13.3230361086049,-5.61463270252785
"cell319_1",44.269458177481,-5.69609950393671
"cell320_1",5.19220765057112,-21.7674784173397
"cell321_1",8.74576650023299,-27.8922434703246
"cell322_1",20.3877311946221,-27.6172739637482
"cell323_1",16.0996885849377,13.6106956656281
"cell324_1",7.57214278078924,-0.603762423354494
"cell325_1",0.0347820737347422,-13.0980322156241
"cell326_1",40.1845166061015,-4.48251355297578
"cell327_1",0.568023401604289,-12.7153384647478
"cell328_1",28.8659096035249,18.6725970202284
"cell329_1",-16.0844313788742,-18.3249430197751
"cell330_1",21.7858406366936,16.6143139050612
"cell331_1",22.8371439990439,-20.4467138733061
"cell332_1",-8.38213395054679,-29.0879334487472
"cell333_1",6.91497094590386,-22.2222399338946
"cell334_1",8.51809540736191,0.463344602389425
"cell335_1",-19.2135621454993,-17.8321348599159
"cell336_1",34.8884013523598,-10.3624519985963
"cell337_1",14.9383164137781,19.0367538380921
"cell338_1",8.15041008484354,-4.61466668346781
"cell339_1",-0.990502736926525,-12.5750524441595
"cell340_1",24.4873072903888,2.69018825859864
"cell341_1",-0.711475077861693,-7.43229855983564
"cell342_1",1.93420240327554,-13.8072066959346
"cell343_1",40.8178009446737,-6.746438667825
"cell344_1",6.13866194484961,-28.026053773877
"cell345_1",-13.9273276158466,-25.3395297180027
"cell346_1",12.768427452287,14.0994907975048
"cell347_1",-0.468188645565547,-12.9259738841202
"cell348_1",-17.0558077616133,-18.0688535075189
"cell349_1",33.1997137836924,-1.43535160297209
"cell350_1",-0.617732805011835,-7.07868091928021
"cell351_1",-0.801971076820191,-11.3948615171405
"cell352_1",-4.42347357438861,-21.6013330254208
"cell353_1",-13.3543543032121,-36.819449979341
"cell354_1",5.30104707299534,-25.3858708869642
"cell355_1",4.81836623562338,-12.5790470828323
"cell356_1",16.8147928893676,20.2862698157076
"cell357_1",2.40153230112172,-12.103799601312
"cell358_1",9.34163521693197,-27.6088389049895
"cell359_1",43.8005739990838,-8.59932982718934
"cell360_1",43.6249617601776,-5.56784323217771
"cell361_1",25.784796308998,-26.6889834164397
"cell362_1",-21.3092781299249,-25.0716971239096
"cell363_1",-8.38356772383766,-28.4786060959637
"cell364_1",-7.72288194891145,-21.3084362754383
"cell365_1",22.2020780667835,-26.4323180015162
"cell366_1",-5.15212122782935,-18.9117425193578
"cell367_1",-9.40689570000667,-29.4976756031555
"cell368_1",28.6045294888268,18.3653006876629
"cell369_1",21.3776602511842,-24.8444711188949
"cell370_1",25.912891373432,15.8667905219714
"cell371_1",23.9643605209119,13.8793276100046
"cell372_1",24.2532235334141,15.3902054576063
"cell373_1",10.2095655813999,-21.3449935731231
"cell374_1",23.868443136343,-21.417188274306
"cell375_1",44.8576951156174,-7.92050901922368
"cell376_1",7.42004007904528,-22.0704161067421
"cell377_1",8.14307933572049,12.1072900030795
"cell378_1",-5.26562873231261,-18.120443917885
"cell379_1",19.158617091482,-8.21452139149449
"cell380_1",7.15925588222514,-23.5164412769123
"cell381_1",24.6804313985495,-26.6348634136127
"cell382_1",29.7779500149018,-0.930849615051147
"cell383_1",0.840514952670182,-12.6424148714229
"cell384_1",-17.7768512262349,-18.7273282718839
"cell385_1",6.40621538593375,-22.2901748948401
"cell386_1",-19.3507449632788,-19.3818453479317
"cell387_1",46.2636979386859,-6.34567825967531
"cell388_1",22.2621586466216,-15.2902166717216
"cell389_1",2.090771671535,-15.9018801644904
"cell390_1",-11.967706266456,-29.324774495776
"cell391_1",3.40575515496821,-15.6307581311992
"cell392_1",13.4415452166332,-3.02894887847962
"cell393_1",0.351688380305184,-11.8538367900431
"cell394_1",10.2931713624981,-3.38275070406001
"cell395_1",10.5896266892102,0.347409102175105
"cell396_1",10.8716383146879,20.149018384414
"cell397_1",12.1263766124236,26.7998547189317
"cell398_1",16.5673753735904,20.2951703239304
"cell399_1",17.6281926284287,8.86363937630809
"cell400_1",10.5857464321175,-24.6442604897985
"cell401_1",-0.518682519664897,-13.2354988763713
"cell402_1",8.97309880202614,0.519697586805427
"cell403_1",12.3696286315288,4.68934963893489
"cell404_1",22.3652442207724,24.6169970644368
"cell405_1",18.1317126615468,9.10468334337973
"cell406_1",22.2612193528944,23.1195207717519
"cell407_1",25.1866873517337,-17.5189927126632
"cell408_1",3.76615777486477,-20.1168827681016
"cell409_1",10.7885730657045,-28.3905595766716
"cell410_1",3.85581778729591,19.7458732539091
"cell411_1",7.18402482493402,-20.7617571714773
"cell412_1",16.9342698488746,16.909767937098
"cell413_1",5.59701531561702,-23.5833147663044
"cell414_1",19.3886553210659,26.1931225114104
"cell415_1",1.6589613987168,-8.91602665959049
"cell416_1",29.9988940222383,13.7784507291792
"cell417_1",24.6931183588717,2.32857657182545
"cell418_1",-7.54661902361881,-37.4907689162311
"cell419_1",20.2413857573635,15.5895690575323
"cell420_1",30.4598113694384,19.6825364132757
"cell421_1",29.6822223647484,-0.936235191688524
"cell422_1",1.19676088117966,-13.167161776927
"cell423_1",7.05984315242377,-23.4549165424037
"cell424_1",17.5338295480653,15.3935216870962
"cell425_1",24.2737998998708,-14.0223951329933
"cell426_1",-4.5241995613996,-17.5285475558985
"cell427_1",-3.0989294722901,-36.4586482210752
"cell428_1",24.2214684497226,-19.8192115835034
"cell429_1",-0.810604645454458,-12.3818994233463
"cell430_1",-11.5288689619978,-19.4030604581934
"cell431_1",4.63581635596566,-26.912446607324
"cell432_1",29.328504924064,-0.863838879175757
"cell433_1",23.9248246525782,-21.2861733532237
"cell434_1",23.476580483068,17.3426865749852
"cell435_1",18.5403614523355,23.4438817905761
"cell436_1",2.769711528033,-11.3913747958051
"cell437_1",-1.89864131906847,-7.43251571971323
"cell438_1",23.3237364302833,10.5563467189667
"cell439_1",6.87942050968561,-0.923656995514132
"cell440_1",6.88370174947006,-0.558545240741072
"cell441_1",6.93475868138297,-2.6017122270701
"cell442_1",18.9211565048839,-28.2613261383103
"cell443_1",20.3544997720889,22.1189715231375
"cell444_1",8.86706671750141,-26.6698507927784
"cell445_1",14.8058109013165,26.2190483563122
"cell446_1",1.00872040994365,-12.4018760230923
"cell447_1",39.9211311493955,-11.1613611961846
"cell448_1",8.45803649712662,-26.2719292076954
"cell449_1",7.14170673823962,-0.706954057889922
"cell450_1",-21.3917846140196,-23.8938066393775
"cell451_1",7.75514261669945,-26.1239133441312
"cell452_1",-2.69632903562038,-9.67602927302006
"cell453_1",23.8665560535403,-28.1994699088744
"cell454_1",24.5116127257409,2.63326006008493
"cell455_1",6.70804312619741,-1.61664569863139
"cell456_1",-17.2277415422326,-23.2518772617076
"cell457_1",29.3448527009536,-0.865628368337766
"cell458_1",-2.3980597237067,-15.4877490510414
"cell459_1",30.775606015961,14.7500711373889
"cell460_1",1.0191112036039,-9.966964256412
"cell461_1",-6.07586532679506,-38.7710860161739
"cell462_1",6.85930210214309,-0.540137796682706
"cell463_1",22.168075561243,-17.7599378273061
"cell464_1",-6.29430375560817,-40.2396408047726
"cell465_1",7.70479458776026,-27.8411139064032
"cell466_1",22.6253602841585,18.3490004421105
"cell467_1",-6.79237294469458,-17.6738408725
"cell468_1",-8.21705907147655,-24.0053818783023
"cell469_1",21.1841229445889,-9.49286623057941
"cell470_1",35.6543103606896,-4.22030928073808
"cell471_1",10.8678078799256,-1.44373883272398
"cell472_1",8.44923066798549,-26.6498062393613
"cell473_1",20.0755098888661,-12.8396136096443
"cell474_1",0.861011895052581,-11.4908020972564
"cell475_1",0.39654361699487,-12.1176126444692
"cell476_1",-5.32890338808121,-20.6399847600429
"cell477_1",21.5377223490274,21.5957742470151
"cell478_1",20.0834916247213,17.9765121886953
"cell479_1",20.0126562115979,17.8173804711009
"cell480_1",21.9668418292459,-13.4521216369139
"cell481_1",10.2351325202885,-25.6749918273799
"cell482_1",22.8310600454749,16.3862914739303
"cell483_1",36.9144733898132,-3.62767403099282
"cell484_1",-18.1261662624955,-22.3522064187808
"cell485_1",8.51904515322322,-24.5391015980065
"cell486_1",34.5924918135611,-10.3224876911626
"cell487_1",19.931626954837,15.4401296691045
"cell488_1",-9.17937993859061,-40.5290097920416
"cell489_1",-18.6020867676624,-22.6570776245361
"cell490_1",8.92506272298378,-2.40157079919062
"cell491_1",3.86736687424966,-19.5542167111989
"cell492_1",9.93892833011609,-1.92237602038522
"cell493_1",-5.38739331176791,-15.0990936532781
"cell494_1",22.1429672067545,8.36030613862428
"cell495_1",29.1091650779557,19.2054008714906
"cell496_1",4.8200927837781,-22.5729399574527
"cell497_1",5.46719850909788,-20.9558945230389
"cell498_1",6.80737017251212,-26.4101876000566
"cell499_1",-7.0224000096363,-18.565020656334
"cell500_1",6.36136310760646,-27.3913335532887
"cell501_1",-8.03568459049796,-20.7315470591505
"cell502_1",11.3927259095605,25.2069739300276
"cell503_1",34.3220223088949,-0.474450211962441
"cell504_1",0.926754574768505,-12.5616852715653
"cell505_1",-16.5701968929818,-17.8030738838732
"cell506_1",5.54969541625893,-21.7181984439567
"cell507_1",7.9909683455086,-4.11604939438285
"cell508_1",20.7036164572723,-18.5788704877938
"cell509_1",3.08531009086714,-14.5805782317019
"cell510_1",12.2820172860381,-0.724183539584693
"cell511_1",42.0596398917656,-8.70022487188321
"cell512_1",18.9066504922936,20.0074980854809
"cell513_1",10.5912327064913,-26.4777951746758
"cell514_1",5.09452368103743,-24.1306003351588
"cell515_1",5.71729415158863,-25.8809382596218
"cell516_1",18.1366309114003,23.773360256543
"cell517_1",25.8826278356736,18.7420017761738
"cell518_1",-0.933749567642397,-13.4668112513324
"cell519_1",4.04262579934839,-23.2973337005718
"cell520_1",-3.9395240019173,-34.0449117470144
"cell521_1",-2.34576865063639,-16.4855288735708
"cell522_1",-0.664363397363661,-10.2233525450456
"cell523_1",20.5540261177548,-8.23677335658875
"cell524_1",-2.74954816142497,-12.1599538052275
"cell525_1",-4.73061227853473,-7.45472025698977
"cell526_1",14.5807345636409,18.6829114661197
"cell527_1",21.3693248651968,18.7400052694647
"cell528_1",5.0271331937935,-19.8129824035376
"cell529_1",-21.6909158520469,-23.7256706234726
"cell530_1",9.16543380631824,0.677606677192333
"cell531_1",23.6845851609712,-25.5911550126055
"cell532_1",27.0174634981372,15.932603516047
"cell533_1",23.2534129325259,-27.9907099419383
"cell534_1",-2.79593930492596,-22.229294784935
"cell535_1",-16.3054100168915,-21.7399156679312
"cell536_1",-1.79908130906946,-9.02560677649885
"cell537_1",-1.00356615986584,-14.6724044863768
"cell538_1",43.2464166756398,-7.94053054175356
"cell539_1",3.00006495809604,-11.6069800337231
"cell540_1",34.6763227806877,-10.3222402576161
"cell541_1",2.33763412716862,-14.1447477485096
"cell542_1",-8.09185368359539,-28.379547154274
"cell543_1",-18.7632783975138,-23.3452575265166
"cell544_1",13.5895577194456,-4.98082316318081
"cell545_1",4.41830554033126,19.7905271050492
"cell546_1",26.0235423875112,13.2411497926147
"cell547_1",42.7486831832674,-4.71252192436262
"cell548_1",22.4302242937548,24.352066731422
"cell549_1",42.2590825401502,-4.80985246041147
"cell550_1",9.33904516025113,-4.30658702957877
"cell551_1",29.4910002416279,-0.880164521926137
"cell552_1",7.13574090179679,-25.2083071391617
"cell553_1",11.9176422222814,13.6015048463638
"cell554_1",8.0552066942063,-3.9645969664719
"cell555_1",-0.512940845331262,-13.621917266746
"cell556_1",17.3919604854073,7.75424380521609
"cell557_1",27.1905256572121,-0.310130880109128
"cell558_1",8.22462124307403,-26.3724674784411
"cell559_1",29.486433184021,-0.879713771204112
"cell560_1",0.277894706045839,-13.5757535849588
"cell561_1",10.3707102121015,-6.08791857324491
"cell562_1",16.2478436828559,16.1384820635255
"cell563_1",-2.90947699550322,-9.23451411909988
"cell564_1",11.6572623968013,-6.0265715056378
"cell565_1",-0.842069453369767,-16.3821410040913
"cell566_1",19.5899997810382,-21.4185621876194
"cell567_1",11.269677248984,0.471282935998759
"cell568_1",11.3436816571772,18.6247174269741
"cell569_1",24.6021427286213,-22.7270016207342
"cell570_1",-15.8626857810628,-29.0906578655921
"cell571_1",-5.24055113785426,-18.0456683441046
"cell572_1",-7.55355419465664,-21.1680688918168
"cell573_1",-6.80540563834898,-18.451419903013
"cell574_1",11.3052779882876,-0.213054273118604
"cell575_1",20.7775540996727,16.347568887584
"cell576_1",0.282933987973938,-12.3947848826169
"cell577_1",8.76316559069983,-27.2932405711113
"cell578_1",-6.53877851351199,-32.6800381453481
"cell579_1",24.4875068287902,2.70442842461885
"cell580_1",1.55144993510283,-11.2126198022776
"cell581_1",7.06792571664558,-1.56704161130986
"cell582_1",19.1668259589615,7.63827219330155
"cell583_1",-0.98110696576348,-18.7145448567746
"cell584_1",0.158480822290532,-13.4773931111474
