"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30"
"cell10_1",22.3796578760661,5.09039493931104,14.9922332278949,2.7056814682924,0.682061362156861,-4.57495843940541,3.59382996842545,0.146089867872274,-11.9682331865404,-0.51728289161721,-5.48744519233586,0.294578096834696,2.62082999085975,-4.21940206889597,2.11980983735366,1.90808854015447,-1.15312545379242,0.986414228793776,-1.08300586556248,0.360923375521572,2.13684995624914,0.0231967880742772,-2.04618173477763,3.01383231490487,0.459565623306289,2.45693238116507,-1.21115138909425,-2.85438327640689,-1.35402134627731,0.208876471943157
"cell11_1",4.67152927643325,7.74823250157062,-15.6112873315522,8.64446624676672,2.84145872125457,-3.45958745036152,4.29427010351274,3.68743798531671,2.96249730013667,-1.04931177172459,6.43886905503075,1.90331915714877,-0.580632745265261,-2.50360383334093,-2.74396569814139,-0.162034464354763,-3.02944315999876,0.766541054273161,-2.54209675358432,1.62311370582494,2.60054616981153,0.042326889571582,2.82539858420203,-2.7595420529676,-0.558880644167558,-0.414999162617481,-1.92021461048851,-1.20195950095979,-0.120378406598879,1.6248174941344
"cell12_1",4.91231877404953,-3.81133464197782,-17.1064799889035,10.5959048601957,5.36969443535414,5.59526714145545,3.91896272578219,3.21630892431507,5.0350409227025,3.85379748350494,-4.44404943929709,-4.20439924706949,6.7468327438437,2.41345624161094,-0.205136558655743,3.61997833092095,0.599277026174139,1.16364219585269,-0.54050567538321,2.95290478679471,2.17341922247265,0.462998176658459,1.06975727948831,2.47158161983694,-1.04286417236254,0.366434885243139,1.20738084090385,1.06279659689052,1.25677812712511,-0.117528935237258
"cell13_1",15.9846445543743,4.71076727357676,10.6468302536755,4.29945620040208,-0.904981443020016,3.91735592010156,7.98753564415739,2.98816299161729,-2.01826452145216,2.69003034214222,-4.63535031540562,-2.9825966053297,-1.47498881686208,-1.97210141951321,0.535693499450054,-0.274120298207886,-1.81785347545191,4.23072187119356,-3.35616822090756,-1.7819080546054,-1.41809461032291,0.629398796769094,-0.310266531810072,-1.05164853956216,-1.97796876593197,2.9062325612041,0.551221566896549,-8.66099986992854,-0.000422486573470339,3.20743487936382
"cell14_1",18.2247364119673,2.05623379470756,15.457399401584,1.55247761848865,1.43106321493671,-0.829320319817233,2.13000692911172,3.21209543299164,-1.25713154862317,-0.22562569264858,-3.82721978182476,1.15484056758911,2.67811098095571,-3.00688538559907,-2.36432328528424,3.37428711386348,2.80901301964701,2.98538856243967,-3.27325167979114,-1.30572897863056,-2.24462628492866,-0.21919854428473,-4.5870599987855,-2.25009879886377,-2.83901575039131,0.15296125673598,1.83066631695316,-2.50390251287252,-2.98035111215446,1.18890487229383
"cell15_1",4.54080410703457,4.33105458774773,-13.5001762505882,9.86350478850904,2.10081744493983,-2.85882376507563,6.37477964866937,5.26766377255059,1.83252888848743,-6.79776447396126,2.30555895306332,4.53586060612969,0.367926423078216,-3.67420118164866,-3.00760384049377,-0.308203999822048,-0.604657161869638,2.68564873025353,-1.84196773115125,3.73530885701961,1.61701457826809,0.34958893037271,0.98307167522594,-1.37086045874748,-1.873548710137,0.912483986073963,-0.806057000960174,0.643724999153862,0.873000006576774,-0.474051569095647
"cell16_1",29.0754862936128,-2.41177252107222,16.32640498084,-1.81329356967227,-0.966517039123969,-4.72640411954288,2.27844548351597,4.42200438856009,1.0735952256844,1.87146369600779,0.997658621647509,2.50998000927201,-2.28824687317178,1.93616278992026,-1.59629325192353,-2.27601749858773,-0.285888679660234,-1.73210444605205,0.888239099330088,1.51334802363342,-2.93836961406522,0.346303894684126,-0.0102344168258489,-2.49881650977243,-1.34864002130918,-1.28772609718897,-0.357260720719252,-1.07989007981004,-0.33122574919392,0.937461129129407
"cell17_1",-19.2059834047094,10.8183282974698,6.04862356195486,4.83533808059808,1.20184453956305,-3.40610913609179,-4.27818284300003,-5.74114333983076,3.14428974448083,-0.903175212978457,-6.20615874578812,-1.57981027986651,2.33546429614796,-0.787653905672461,-2.68221286322893,3.63528826136612,-1.10830363225632,-0.820313680273617,-1.38277881813658,-0.504147428585151,1.48187379623364,2.56175199876647,4.50808507263261,1.1143883249915,1.88388814963148,-1.07823247350383,1.02662490146047,0.677283003835023,1.64514072600814,-0.220226284756106
"cell18_1",-27.9059061978628,-1.7088835920941,8.48219816724221,7.88068263611798,-3.18991724767972,-6.01022313769755,2.38205434339592,7.55671248937696,1.01431720024521,3.24327214065666,4.24232373945357,-3.93538483000529,1.70790576656067,2.34724042369655,-1.42898609170493,-3.70950744755743,-1.19914034658882,-0.566545160690866,-0.0282302852293183,-4.61977401057715,-1.35875139809673,-5.1539073241829,-6.15690421029458,0.675177189308116,-0.827500790281787,4.88503349514609,-0.00378180336606895,0.975846989040209,-1.3999388464483,-0.112584213494124
"cell19_1",-1.00017181055068,-2.75435950056133,-12.7509435367676,9.10307086984036,1.69138402808276,-0.646898183391765,7.79841055674633,4.72346475849184,3.08622614869198,-4.89856913809569,0.0699805867265376,4.345706977856,5.35314628421587,-1.40767275335236,-5.24720203016253,-1.40299776409768,-1.50931206887701,-0.13304180956196,-0.329869044894085,1.71231394810184,2.88811003883084,-0.362671455763556,1.74840318941025,0.0357276005362801,-0.0610266017727047,-0.118938742253471,-1.52715505424653,0.682720210671963,0.526803433171842,2.2291536263591
"cell20_1",6.26213357911026,3.97400083538324,-7.8916525471396,10.9394739151917,2.92193087968558,-1.25578447333544,8.17252259195425,0.352019731956583,-5.62174960704978,-3.78911725952305,-7.39515281395818,1.84281436727957,-4.46102367100529,-4.9558432626139,-1.23351275524271,-1.88062806767883,2.03653819619535,6.4101568066265,-5.05884441097819,-3.99253162147709,4.48664276361727,-2.44229016694026,2.88681331116735,-0.304364144875259,-0.66791359677793,5.98557816486376,-1.58023298733672,-3.12058429112862,-0.23075171078063,6.72788624461735
"cell21_1",20.4142630516674,-2.39141732425457,11.3812140460087,0.925967200987606,-0.957220800399451,-1.98630751608583,1.71298178095795,2.39304408201368,1.4695199342206,-0.859381016227618,-0.0827956421926811,0.746865155907227,-0.0678106201913947,2.12290486850653,1.12194118956013,2.36347773361761,-2.43550894585127,-2.42722601419824,-3.76003289816734,0.654501633581544,3.80137176080997,-2.00190310723625,-1.26991988813927,0.21436583283349,-0.160845593226656,-1.76786162221108,1.24394454745245,-0.76284669331738,0.835755629481246,-1.30769750034699
"cell22_1",2.43630267933625,-10.2053457752717,-14.0682745260474,11.8189032174639,0.675170674288508,-6.07252213541535,-7.56235853244776,6.44241904584337,-0.932071315571713,-5.00589062066525,3.45734822323444,-7.82743912533512,-5.83231765334357,1.03179329537258,-0.915648817704093,0.298479895937914,-0.117570177867713,-1.53470058527505,3.34334525094958,1.37035331076334,-1.6172614024334,0.242638593211776,-2.28035321035185,-2.52136848385905,-3.06193162480978,-4.54414644409376,3.01057166482148,0.931973641640802,1.48651897370404,-0.974437166537486
"cell23_1",0.658310483368707,4.06938292534268,-8.75363392408145,9.28116534502436,0.543709697243192,1.35242887802487,7.17367720733604,0.832832401906503,-7.61449897993008,-5.4605999543895,4.04729748623564,4.94969727933475,0.769868354013391,-0.9761651347633,-1.26767836810604,-0.795671077212836,-2.53587974257181,-1.68785958724639,-1.64815327684635,-0.53896723751423,1.64951083051566,0.615162839312619,0.0637168495556151,-1.60867598412501,0.252925566538927,1.25504159029682,-0.690573565696636,1.67056118901015,-0.917925597100519,-1.40092050455198
"cell24_1",6.92959737831664,7.06020713213019,-10.9925936832846,8.03300475544345,-0.368330302805579,-2.9764547282858,4.01567982969784,-2.36179864701923,-3.42135393977113,-3.57537051748197,6.02845829934532,11.195295547412,-2.33169672661465,-3.23124840335422,-1.93539773097962,-1.71009884609685,0.433001950218025,-2.05515352915948,0.152412494842733,-0.529967434354459,0.135596567790684,-0.875625141981452,-0.12970572052358,-0.948826100423743,2.84519530292689,1.83825485468117,-0.454703939206348,0.852667911811001,-2.4430885674558,-0.104795787423744
"cell25_1",18.5844150568524,12.0373838404338,10.9636811659156,3.41367659493884,5.05040291538533,-1.39122502543076,5.30120724883352,4.24162478136017,-6.50178048143295,-4.98983037646395,-6.75986167934035,-6.25062313773822,-6.1914601607258,0.753197562473362,-0.465481579067972,0.233659024691235,-5.27866890772985,3.55580612353346,0.298280148142257,0.505865717180945,1.64088805575504,1.88670336692479,1.93248423808518,-3.57253959436416,-1.0775807022973,-0.146075368285038,2.03967305265302,-1.97282134233862,6.06638603677243,-4.240633656387
"cell26_1",25.3908263729019,-2.88464466245839,16.4687416637368,-1.03399505415372,-0.973126515155914,-1.43720926069032,0.318415471568716,2.05710281309902,2.1418984172362,1.43597541086579,3.58099611263719,0.179904639773666,1.28272757421921,1.84364113482569,-1.3989830791473,-2.39799704444711,0.918945420768324,-0.624289438012848,-1.48719218475008,2.61382258579577,-1.12690424163731,1.65941816738195,-1.36537034424905,-1.74670545013004,-2.13481815857202,-1.79691741579362,-1.76767342140748,-0.0693929299744355,0.641933415336841,1.72037503442875
"cell27_1",6.81230287720323,6.76593456476506,-4.01293902395075,5.55703238835087,4.79594113222784,1.83196421984455,7.38672060930227,-3.06718066499681,-1.50850009620789,-1.07245256340092,-5.55709385379604,2.77390223977981,-2.15447795624496,-1.83808717089405,-0.182591505059037,-1.28725081254771,5.02143182368915,8.08391138441841,-0.923878676048261,-3.13649843301247,-2.56199432028694,1.75020728399947,-1.37278297980299,-1.50781212310667,-2.34134659218806,-2.44243239618885,2.5590200379455,-1.4597641212369,-3.36288136961121,-1.53695685141363
"cell28_1",26.8739312465268,4.2606528256043,17.1427109216828,-1.98488831281787,-0.834756974790479,-4.95545581391881,-0.74520894448473,2.27252240096124,0.875625179182784,1.39609048462197,0.307820455803274,-2.83921929723651,-3.3942503285108,0.746494911848129,-0.934405801835554,-0.604394681825935,-2.41182889857933,-1.44093541861234,0.0661011546826363,3.58108892869592,-2.77191479304178,1.50129063701813,-0.454647657697023,-0.622521098679318,0.581934483742451,0.356812128545249,-0.904045471072675,-1.68540676413663,2.41246619325745,-0.0499007070266958
"cell29_1",23.8796052034698,-7.25010113136169,12.618387380955,-0.229050379140509,-3.8534997767958,-2.40373288047587,1.93094476225802,1.00410197593733,4.13167949402086,2.12395132699917,-1.20643250793442,2.56755734850876,2.83494121729797,-0.345314624367978,-0.329325604540313,-1.11101924277629,-0.83101946443544,-0.081730025224374,0.796568745530753,0.890536810330366,-1.86752926063486,1.21423935362738,-0.686776399260025,0.427807582189797,0.559999952324241,1.4577373925347,0.759793227286392,-2.29019126114251,1.34343980780328,1.03091190965681
"cell30_1",8.42974352710731,9.40990628562497,-8.26751484306038,8.15456265670553,5.42379960730611,-4.03121454375329,3.44547354925186,1.10276614148487,-1.9976117040634,-1.18642138530202,-4.2265328497884,3.32464484104424,-2.08000128332826,-5.00640436202533,0.0151368891942056,-4.93608788478408,2.84067201277954,3.16104948449142,-3.45251580068807,2.3449298420405,2.97456727695086,-0.0501331086659636,1.62318506704504,2.28914925956307,-1.03474232437771,-0.587776655067901,0.869380398872399,0.694475820878929,1.75348692045663,-0.441384717681082
"cell31_1",9.2229153777777,12.0372323459272,-9.05738820078463,10.89889649983,5.07527488860204,-0.15068050894451,8.55287237453987,1.28181144085141,-3.30189668443457,-3.71355083037311,-5.32704344507285,-0.327634267089635,-4.06133968092747,-4.49292443400571,-0.0244554528466075,-1.20667989670567,0.0386050375144724,3.85666427207836,-1.88356017936931,-1.92067007972013,1.3834022856514,-1.70577492781181,5.50602758333547,-1.2062394503606,0.0836919501640192,-3.21542086920703,-0.116102462428004,-0.214979455758461,-3.94062103888994,6.00935581357655
"cell32_1",5.58457997476408,6.99544248449293,-11.5700975509872,9.51559360562375,1.44900872909164,-3.50843568305271,5.01654613089163,-0.4776591148497,-7.26126865694221,-4.21989934594373,5.65037547361402,8.39108040774225,-0.346549195461695,-2.15803402478421,-0.973628220478445,-0.448664596941053,0.00264353441951242,-2.20643785467336,-1.51462672112934,0.800440330534306,1.5988042684013,-0.938468850389472,0.220640495149014,-0.510330578265011,1.88839703728424,1.97160899374953,-1.04143972132319,1.36958045506578,-2.66767107808366,-1.03480296312245
"cell33_1",4.92382821478692,-31.7039640971661,-3.98808814752024,5.56523572811232,-6.11135336592006,-4.91657529475258,-7.20058191904177,1.8666552679418,-1.35044117648122,-1.9411606653254,-1.14807678592782,-3.56615552294245,-0.931696329513356,-4.20423998854401,1.16037526890311,0.11426350556672,0.621734721573478,-0.310213977654734,1.0935168182768,0.315829029326403,0.993266402843329,-1.59401612417872,1.62721495244505,-1.38702551963067,-1.41120879820427,-0.659133747310563,0.656081532367221,-0.759504360010305,-1.67525998517643,0.663987725999951
"cell34_1",15.3020772761965,8.08259816936546,9.03148284073727,3.30986020305076,3.0903894725098,0.717849830105486,2.15850685525347,1.71324496643192,-2.69877469437776,-2.91618823003213,-0.242282023256756,-2.89412082469939,1.14236011732946,-5.19662031818967,-0.00586301569692996,1.39023354376381,-0.566386761611705,-1.49697137205588,6.3617677040161,-2.40273215079582,3.53691387289856,-3.5485602496662,7.32076125119575,0.936335438593673,4.32433703302677,-0.825344980427283,-4.58416173438946,1.01418865575489,1.89175822452308,-1.47933337561961
"cell35_1",20.7117938639113,4.71574647323694,12.7735927057247,0.824211374207168,0.802127802327781,-0.425170179955957,-1.24793781544581,-2.35334972348733,-4.05515288175048,1.61573782248899,1.30714346830795,0.23269271618893,1.23542856378302,-0.463754851397669,1.33780951562015,1.09641818618771,-3.38255057786917,-1.8937308359035,-1.35627444190896,0.809990617975159,1.47256236572197,0.00631480662215454,-1.03304310867277,-0.596867377050893,2.03966775239392,-0.574248956606813,-0.0216327957101991,2.29752962083743,0.322615351152146,0.00685001740236463
"cell36_1",26.3928656041943,16.9781973831373,17.2389043417534,2.17388375622649,1.23229570084113,0.611316226156497,0.348678218848035,4.63941558705012,-0.970029532061095,1.23486084655455,-3.00017890265078,-3.93654801909881,-3.55156129262262,-2.50016626918398,2.89842494208483,-0.555207782264823,0.0358181624505696,2.8028059761244,1.02214239920429,-0.719515986094559,0.938508457222602,-0.74270085594717,0.451821374186152,1.09717965589064,1.48538374684464,-1.34535896894162,0.500648541015419,0.448656578498397,2.2087246484189,0.767382909158256
"cell37_1",-20.3436609657361,8.76228069881188,8.14008658237175,5.33118316520596,-1.47882526424734,-6.37593481009666,-3.66463653336534,-4.00359899744922,5.70335181594525,2.86213649216342,-0.5824092901118,-0.279663806286542,-0.838308366132466,-1.07150184792135,-7.49310246152612,1.68927552194251,-2.46471379769361,-3.23097460419217,0.0631122652604761,-1.31753493219641,1.44637715629244,2.57694449717673,1.82606982679116,1.37170591530328,2.51135358523164,-1.05849484190204,-0.281539550601431,-1.28457985886638,0.528554827785645,0.321075619318262
"cell38_1",17.83155096586,5.93083870366544,8.82293178504625,3.50817145546718,4.75456205484579,-1.91505380848792,6.14736351239663,1.74349236357574,-3.44324707890876,-2.50932571466732,-2.98775312438612,0.590890665291869,-2.7012077722117,-0.94366313933649,-1.20842777117196,-5.34746203091917,0.487719325886381,0.403588634858178,2.59949426255106,0.737390108747783,-2.04515104833052,4.49410700727042,2.1109464825922,-4.16801010060524,2.68588029798871,-3.28165263222881,-1.39836591473199,5.18173604888913,1.5596185404077,1.46599604387889
"cell39_1",23.6292475809328,-0.368517657211744,12.1542074057486,-0.391225727646897,-0.709802847322167,-0.68762097989602,-0.646281474759859,-0.718071579224125,0.439864515528882,2.87937525163891,1.1182598659261,1.09943445064049,0.0613806663212821,0.15473778660744,0.733696343993772,1.80612326318545,-4.07688145613341,-1.84349458597004,-2.29810522966246,0.712831627809927,1.0723648577395,-0.822169245502956,-1.08096633066869,-0.495346396001372,0.842331037024318,0.429861051187519,1.38427114406541,0.121726204574004,0.795923253630948,-0.0805440438841033
"cell40_1",4.02004079404344,0.234118834335566,-14.0920430629501,9.25690921635463,5.54322970539872,2.09752535344623,3.78092380736791,3.50296273271314,0.864559713812688,1.58392192186193,-1.2556711284347,-0.734505980550322,3.07653024663477,4.27016989895409,-2.36894589871206,1.34742933534136,1.51906819390953,2.23019577933869,-4.72349570043324,3.56083132683836,-1.35308931189385,-3.06365418114699,-2.10242677237578,-0.0255865766250061,-0.984717915289916,-0.889312950684919,-0.372505136632858,-0.480469840002799,-1.07701117120336,1.1026221359406
"cell41_1",8.36129959304083,8.67105484094706,-11.6846591234509,8.10137582246161,1.18512987413364,-4.84666927351127,4.26309398481426,-1.53308564807726,-6.66163110881257,-6.6847995639581,4.81815733446873,8.75381020028814,-2.12696716986545,-2.72193521915164,-1.65912611080936,-1.63720187352745,0.672721999061851,-3.83494431104637,0.229933460025936,-0.0256835988455965,1.29063820762785,-0.843929344637548,-1.30401236085553,0.034166557055923,2.61348104318359,1.2439189973977,-1.4202039696748,1.24186942420355,-2.88754650797684,-1.92414214433486
"cell42_1",2.67839140236537,9.10117414924381,-3.20186856236636,9.81090661803497,3.53147728893513,-3.4049087449637,8.06823489740141,2.31792614843015,-13.2537405231186,-5.40775287581469,0.00672625830711576,0.137003435325298,-4.67165445368167,-2.06010236686573,-3.04524393963687,0.952386677558696,-4.78792080041041,-1.69288927793725,-4.14023214976095,-1.28062164998221,3.95852642848133,2.43685142996462,4.30483517893325,1.89570464022964,6.07755143783954,5.01708859695331,-0.626885764121671,1.53077151069891,-1.65067483669681,4.21555093174649
"cell43_1",9.36399152267449,-3.02585336500177,-10.1565524876217,5.39468644204947,3.66359008081766,-1.23257895991051,4.4396750800547,2.05215702277183,3.85644617134182,2.81665374578648,-9.36892858877543,-1.86745738870857,2.01205487043814,5.96220319862139,-2.76371551901147,-4.85357441612583,4.23131123899479,-2.02117633079672,2.7119361295638,0.881887340825834,0.715839763967773,-1.5923219338639,-3.86057959531622,-4.74272972912052,-1.94260291912622,-1.29443061823103,-3.73204598914032,-6.04663565472804,2.19493071966399,0.606804345264011
"cell44_1",-19.231882502757,7.50889084085363,6.05623289600585,5.12492146506077,-3.18800665864335,-5.08322256839562,1.82945554064863,-2.76536243538315,3.99285573901981,1.6662614967118,5.41747899409046,-0.215585701419972,-1.51591823667383,1.00427078547824,0.319306191138726,1.12667916721183,-1.56831825539512,1.33854330160564,-0.845672845670956,-0.573977694894792,-0.308889632052489,-0.951265510538277,1.31174807611838,1.59518001309479,1.20762202937857,-0.431126424156366,1.24081832386998,-1.32852896789783,0.606344910064343,0.741956061120693
"cell45_1",25.6147996252386,3.05816543940119,14.7521667005515,-0.434098606241667,-2.71112197923221,-1.13070704410637,-2.08245644477674,-0.568413749236347,-3.17035574661758,3.72302466313475,3.23157630910181,4.06503285772541,-0.32727301490223,0.757057120478927,0.24658559217544,0.274452071507954,-1.15579395260629,-1.17146588159675,-0.22771796327261,0.158634927799025,-2.90001759295559,0.199722603184058,-0.323233111168389,-0.756027613443617,0.230286589416765,-1.30009454548678,0.594349877291739,0.954042916842965,-1.5197444119527,0.67408730809069
"cell46_1",25.9183310019441,1.4762417331283,12.3569175044167,-0.0459766366609944,-1.76649614222729,-4.71010972379931,-2.04172673398969,-0.41436004612953,-2.31355352023293,1.45034577885748,2.69204527661918,2.49194222276141,-0.219929783879668,0.673836304504927,0.145453923634255,0.317693130963784,0.00341539563766171,-1.06057282635306,0.752604905279629,2.45894351968287,-3.72867677829859,1.48884460441997,-2.22779844498924,1.33817997423958,1.95168298837651,0.0208569376514359,0.276926858774607,-1.31147070595337,0.047168705432175,-0.714316675895626
"cell47_1",17.2577580320931,14.7754719615374,10.0275906817597,1.45731898301631,6.00539140588697,2.75099699436371,2.10498817705321,-1.55937131492011,-3.0728962153214,-1.59978813661923,-1.8711650419198,-8.5341507300869,-4.75869636903714,-10.5581800486317,0.430555429767036,-7.21896805908082,1.14820156056457,-1.28810222631098,-3.82476472717491,-0.382893373637846,-4.24855963333056,1.86346774760576,0.429227552715787,4.45695907413327,1.45796982631527,-1.91128636797691,-10.6441032667304,15.388669810117,11.4451748975778,0.634688953537363
"cell48_1",8.78436348305544,6.43080167588724,-11.3535259782765,7.02573444338858,-0.935973705477614,-3.38737217005952,5.02971400988895,0.623373543725434,0.0497427565282717,-4.45249277528802,8.54983405163896,7.63162918843646,-6.91117449228326,-2.78667191245267,-1.38633420149599,-3.88764097454176,0.893124324667583,-3.12422578777064,2.46318229100327,-0.54015355861436,0.796798881501549,-0.106301893903297,-0.276618858109031,-2.11141066144907,1.1976544641293,0.481172861973277,-0.746137387219549,0.550152560120873,-0.10610950243425,0.616970894236822
"cell49_1",7.97438092099089,17.8684810996441,-12.4262406878154,11.2736289316434,5.4880453226206,-3.92479091556804,6.49739696143096,4.34030413320126,-2.76793235722515,-2.57078239576221,-4.97878312059542,0.568414413577378,-3.2828194090563,-2.08608284760702,0.0700350985529044,-2.62614436691963,-1.3135770121719,3.00000071014663,-1.05979457468036,-1.14432899502419,-0.307282839909326,0.572864765991218,2.28156259230532,0.896937126977162,-0.205635432909703,-1.00241396248185,-0.524424073114345,1.5935452795982,-0.873044422073446,1.79947342544788
"cell50_1",19.8761704641556,29.642621048608,7.16006792301096,5.02627664305387,6.73740715551887,2.20232571998881,-0.748862537037752,3.93116459879067,-7.98723807297322,-6.72783810785274,4.82987486892082,-5.64102331970136,-2.0502532219571,-1.17519706013662,-5.07668934726204,3.94916371940811,-1.36817361635796,-2.85197120733617,0.885906401670745,-0.110147355504609,-5.39686532876471,-3.38867580677396,1.4292627487263,3.14441559520831,-1.14809224085117,3.1413449416296,-3.55166226111536,3.5403436061162,1.40304669197551,2.00026421118489
"cell51_1",-16.1822549067545,3.54948863268774,4.61124179784326,4.90680374268291,0.210740468514616,-3.60973158420349,-2.03596638024406,-3.80115916843825,6.12570829784166,2.51581964886678,-1.0899422105063,-2.33035080877094,0.470867410657446,-0.0706636581450057,-3.56714578691766,1.70299764663773,-1.69864499292027,0.249174022302109,1.42062759289843,0.826178203955609,2.67595252393475,3.57467595310104,4.75990140518259,1.94722468895144,1.52178488201856,0.118696978907361,1.14737326226646,-3.03497730172069,1.89321046845864,-3.01407457445303
